RaceDate,RaceNo,RaceName,RaceDay,RaceVenue,RaceStartTime,RaceTrack,RaceCourse,RaceDistance,RaceGoing,RacePrizeMoney,RaceRatingRange,RaceClass,RaceCardUrComm
2020-05-17,4,黃麻地讓賽,星期日,沙田,14:30,草地,C+3 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-05-17,5,黃麻地讓賽,星期日,沙田,15:00,草地,C+3 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-05-17,6,荔枝莊讓賽,星期日,沙田,15:35,草地,C+3 賽道,1000米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-17,7,水浪窩讓賽,星期日,沙田,16:05,草地,C+3 賽道,1600米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-17,8,海下讓賽,星期日,沙田,16:35,草地,C+3 賽道,1800米,好地至快地,"$2,100,000",100-80,第二班,
2020-05-17,9,深涌讓賽,星期日,沙田,17:10,草地,C+3 賽道,1400米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-17,10,白沙澳讓賽,星期日,沙田,17:45,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-20,1,山貝河讓賽,星期三,跑馬地,18:45,草地,C+3 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-05-20,2,丹山河讓賽,星期三,跑馬地,19:15,草地,C+3 賽道,1800米,好地至快地,"$967,000",60-40,第四班,
2020-05-20,3,大城石澗讓賽,星期三,跑馬地,19:45,草地,C+3 賽道,1650米,好地至快地,"$967,000",60-35,第四班,
2020-05-20,4,錦田河讓賽,星期三,跑馬地,20:15,草地,C+3 賽道,1000米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-20,5,山貝河讓賽,星期三,跑馬地,20:45,草地,C+3 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-05-20,6,山貝河讓賽,星期三,跑馬地,21:15,草地,C+3 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-05-20,7,南涌河讓賽,星期三,跑馬地,21:45,草地,C+3 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-20,8,林村河讓賽,星期三,跑馬地,22:15,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-05-20,9,蠔涌河讓賽,星期三,跑馬地,22:50,草地,C+3 賽道,1200米,好地至快地,"$2,100,000",100-80,第二班,
2020-05-24,1,巴基之星平磅賽,星期日,沙田,12:30,草地,A 賽道,1200米,好地,"$850,000",,新馬賽,
2020-05-24,2,智多飛讓賽,星期日,沙田,13:00,草地,A 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-05-24,3,火龍駒讓賽,星期日,沙田,13:30,草地,A 賽道,1600米,好地,"$967,000",60-40,第四班,
2020-05-24,4,沙田銀瓶（讓賽）,星期日,沙田,14:00,草地,A 賽道,1200米,好地,"$3,250,000",,國際三級賽,
2020-05-24,5,明月千里讓賽,星期日,沙田,14:30,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-05-24,6,好先生讓賽,星期日,沙田,15:00,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-05-24,7,喜蓮巨星讓賽,星期日,沙田,15:35,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-05-24,8,渣打冠軍暨遮打盃,星期日,沙田,16:05,草地,A 賽道,2400米,好地,"$10,000,000",,國際一級賽,
2020-05-24,9,將男讓賽,星期日,沙田,16:40,草地,A 賽道,1800米,好地,"$1,450,000",80-60,第三班,
2020-05-24,10,加州萬里讓賽,星期日,沙田,17:15,草地,A 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-05-24,11,爆冷讓賽,星期日,沙田,17:50,草地,A 賽道,1400米,好地,"$2,100,000",100-80,第二班,
2020-05-27,1,海鷗讓賽,星期三,沙田,18:45,全天候跑道,,1200米,濕慢地,"$967,000",60-40,第四班,
2020-05-27,2,天鵝讓賽,星期三,沙田,19:15,全天候跑道,,1800米,好地,"$725,000",40-0,第五班,
2020-05-27,3,海鷗讓賽,星期三,沙田,19:45,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2020-05-27,4,白鷺讓賽,星期三,沙田,20:15,全天候跑道,,1650米,好地,"$2,100,000",100-80,第二班,
2020-05-27,5,海鷗讓賽,星期三,沙田,20:45,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2020-05-27,6,紅鶴讓賽,星期三,沙田,21:15,全天候跑道,,1200米,好地,"$1,450,000",80-60,第三班,
2020-05-27,7,琵鷺讓賽,星期三,沙田,21:45,全天候跑道,,1650米,好地,"$967,000",60-40,第四班,
2020-05-27,8,紅鶴讓賽,星期三,沙田,22:15,全天候跑道,,1200米,好地,"$1,450,000",80-60,第三班,
2020-05-27,9,孔雀讓賽,星期三,沙田,22:50,全天候跑道,,1650米,好地,"$1,450,000",80-60,第三班,
2020-05-31,1,慈雲山讓賽,星期日,沙田,12:15,草地,B 賽道,1400米,好地,"$725,000",40-0,第五班,
2020-05-31,2,慈雲山讓賽,星期日,沙田,12:45,草地,B 賽道,1400米,好地,"$725,000",40-0,第五班,
2020-05-31,3,琵琶山讓賽,星期日,沙田,13:15,草地,B 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-05-31,4,尖山讓賽,星期日,沙田,13:45,草地,B 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-05-31,5,沙田嶺讓賽,星期日,沙田,14:15,草地,B 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-05-31,6,沙田坳讓賽,星期日,沙田,15:05,草地,B 賽道,1400米,好地,"$967,000",60-40,第四班,
2020-05-31,7,大老山讓賽,星期日,沙田,15:40,草地,B 賽道,2000米,好地,"$967,000",60-40,第四班,
2020-05-31,8,尖山讓賽,星期日,沙田,16:10,草地,B 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-05-31,9,獅子山錦標（讓賽）,星期日,沙田,16:40,草地,B 賽道,1600米,好地,"$3,250,000",,國際三級賽,
2020-05-31,10,紅梅谷讓賽,星期日,沙田,17:15,草地,B 賽道,1400米,好地,"$1,450,000",80-60,第三班,
2020-05-31,11,望夫石讓賽,星期日,沙田,17:50,草地,B 賽道,1200米,好地,"$2,100,000",100-80,第二班,
2020-06-03,1,奧卑利讓賽,星期三,跑馬地,18:45,草地,A 賽道,2200米,好地,"$1,450,000",80-60,第三班,
2020-06-03,2,士丹頓讓賽,星期三,跑馬地,19:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-06-03,3,雲咸讓賽,星期三,跑馬地,19:45,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-06-03,4,士丹頓讓賽,星期三,跑馬地,20:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-06-03,5,雲咸讓賽,星期三,跑馬地,20:45,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-06-03,6,些利讓賽,星期三,跑馬地,21:15,草地,A 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-06-03,7,閣麟讓賽,星期三,跑馬地,21:45,草地,A 賽道,1800米,好地,"$2,100,000",100-80,第二班,
2020-06-03,8,擺花讓賽,星期三,跑馬地,22:15,草地,A 賽道,1650米,好地,"$1,450,000",80-60,第三班,
2020-06-03,9,嘉咸讓賽,星期三,跑馬地,22:50,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-06-07,1,湖景讓賽,星期日,沙田,12:45,草地,C 賽道,1200米,黏地,"$725,000",40-0,第五班,
2020-06-07,2,寶田讓賽,星期日,沙田,13:15,草地,C 賽道,1200米,黏地,"$967,000",60-40,第四班,
2020-06-07,3,寶田讓賽,星期日,沙田,13:45,草地,C 賽道,1200米,黏地,"$967,000",60-40,第四班,
2020-06-07,4,友愛讓賽,星期日,沙田,14:15,草地,C 賽道,1800米,黏地,"$725,000",40-0,第五班,
2020-06-07,5,大興讓賽,星期日,沙田,15:05,草地,C 賽道,1600米,黏地,"$967,000",60-40,第四班,
2020-06-07,6,三聖讓賽,星期日,沙田,15:40,草地,C 賽道,1400米,黏地,"$967,000",60-40,第四班,
2020-06-07,7,富泰讓賽,星期日,沙田,16:10,草地,C 賽道,1000米,黏地,"$1,450,000",80-60,第三班,
2020-06-07,8,龍逸讓賽,星期日,沙田,16:40,草地,C 賽道,1400米,黏地,"$1,450,000",80-60,第三班,
2020-06-07,9,安定讓賽,星期日,沙田,17:15,草地,C 賽道,1600米,黏地,"$1,450,000",80-60,第三班,
2020-06-07,10,蝴蝶讓賽,星期日,沙田,17:50,草地,C 賽道,1400米,黏地,"$2,100,000",100-80,第二班,
2020-06-10,1,聯福讓賽,星期三,跑馬地,18:45,草地,B 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-06-10,2,朗德讓賽,星期三,跑馬地,19:15,草地,B 賽道,1800米,好地至快地,"$967,000",60-40,第四班,
2020-06-10,3,西谷讓賽,星期三,跑馬地,19:45,草地,B 賽道,1650米,好地至快地,"$725,000",40-0,第五班,
2020-06-10,4,對衡讓賽,星期三,跑馬地,20:15,草地,B 賽道,1000米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-10,5,聯福讓賽,星期三,跑馬地,20:45,草地,B 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-10,6,聯福讓賽,星期三,跑馬地,21:15,草地,B 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-10,7,蘭開夏讓賽,星期三,跑馬地,21:45,草地,B 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-10,8,禧福讓賽,星期三,跑馬地,22:15,草地,B 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-10,9,安域讓賽,星期三,跑馬地,22:50,草地,B 賽道,1000米,好地至快地,"$2,100,000",100-80,第二班,
2020-06-14,1,主席賽馬日平磅賽,星期日,沙田,12:30,草地,C+3 賽道,1000米,好地,"$850,000",,新馬賽,
2020-06-14,2,雷里讓賽,星期日,沙田,13:00,草地,C+3 賽道,1400米,好地,"$725,000",40-0,第五班,
2020-06-14,3,麥蘊利盃（讓賽）,星期日,沙田,13:30,草地,C+3 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-06-14,4,蒲偉士碟（讓賽）,星期日,沙田,14:00,草地,C+3 賽道,1600米,好地至快地,"$2,100,000",100-80,第二班,
2020-06-14,5,施偉賢盃（讓賽）,星期日,沙田,14:30,草地,C+3 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-06-14,6,黃頌顯盃（讓賽）,星期日,沙田,15:00,全天候跑道,,1200米,濕慢地,"$967,000",60-40,第四班,
2020-06-14,7,李福深盃（讓賽）,星期日,沙田,15:35,草地,C+3 賽道,1800米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-14,8,夏佳理錦標（讓賽）,星期日,沙田,16:05,全天候跑道,,1200米,濕慢地,"$2,100,000",100-80,第二班,
2020-06-14,9,陳祖澤錦標（讓賽）,星期日,沙田,16:35,草地,C+3 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-06-14,10,施文信盃（讓賽）,星期日,沙田,17:10,全天候跑道,,1200米,濕慢地,"$1,450,000",80-60,第三班,
2020-06-14,11,葉錫安瓶（讓賽）,星期日,沙田,17:45,草地,C+3 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-21,1,碧璽讓賽,星期日,沙田,12:30,草地,A 賽道,1000米,好地至快地,"$725,000",40-0,第五班,
2020-06-21,2,石榴石讓賽,星期日,沙田,13:00,草地,A 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-21,3,精英盃（讓賽）,星期日,沙田,13:30,草地,A 賽道,1400米,好地至快地,"$3,250,000",,國際三級賽,
2020-06-21,4,石榴石讓賽,星期日,沙田,14:00,草地,A 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-21,5,石榴石讓賽,星期日,沙田,14:30,草地,A 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-21,6,蛋白石讓賽,星期日,沙田,15:00,草地,A 賽道,2000米,好地至快地,"$967,000",60-40,第四班,
2020-06-21,7,青金石讓賽,星期日,沙田,15:35,草地,A 賽道,1600米,好地至快地,"$967,000",60-40,第四班,
2020-06-21,8,精英碟（讓賽）,星期日,沙田,16:05,草地,A 賽道,1800米,好地至快地,"$3,250,000",,國際三級賽,
2020-06-21,9,紫翠玉讓賽,星期日,沙田,16:35,草地,A 賽道,1400米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-21,10,紫翠玉讓賽,星期日,沙田,17:10,草地,A 賽道,1400米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-21,11,海藍寶讓賽,星期日,沙田,17:45,草地,A 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-24,1,紫羅蘭山讓賽,星期三,跑馬地,18:45,草地,C 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-24,2,紫羅蘭山讓賽,星期三,跑馬地,19:15,草地,C 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-24,3,黃泥涌峽讓賽,星期三,跑馬地,19:45,草地,C 賽道,1650米,好地至快地,"$967,000",60-40,第四班,
2020-06-24,4,黃泥涌峽讓賽,星期三,跑馬地,20:15,草地,C 賽道,1650米,好地至快地,"$967,000",60-40,第四班,
2020-06-24,5,壽臣山讓賽,星期三,跑馬地,20:45,草地,C 賽道,1000米,好地至快地,"$967,000",60-40,第四班,
2020-06-24,6,歌賦山讓賽,星期三,跑馬地,21:15,草地,C 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-24,7,金馬倫山讓賽,星期三,跑馬地,21:45,草地,C 賽道,1650米,好地至快地,"$2,100,000",100-80,第二班,
2020-06-24,8,聶高信山讓賽,星期三,跑馬地,22:15,草地,C 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-24,9,馬己仙峽讓賽,星期三,跑馬地,22:50,草地,C 賽道,1200米,好地至快地,"$2,100,000",100-80,第二班,
2020-06-27,1,橫瀾島讓賽,星期六,沙田,13:00,全天候跑道,,1650米,好地,"$725,000",40-0,第五班,
2020-06-27,2,坪洲讓賽,星期六,沙田,13:30,草地,B 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-27,3,坪洲讓賽,星期六,沙田,14:00,草地,B 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-06-27,4,長洲讓賽,星期六,沙田,14:30,草地,B 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-27,5,東龍洲讓賽,星期六,沙田,15:00,全天候跑道,,1650米,好地,"$967,000",60-40,第四班,
2020-06-27,6,蒲台讓賽,星期六,沙田,15:35,草地,B 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-06-27,7,吉澳洲讓賽,星期六,沙田,16:05,草地,B 賽道,2000米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-27,8,塔門讓賽,星期六,沙田,16:35,全天候跑道,,1650米,好地,"$1,450,000",85-60,第三班,
2020-06-27,9,南丫島讓賽,星期六,沙田,17:10,草地,B 賽道,1400米,好地至快地,"$1,450,000",80-60,第三班,
2020-06-27,10,大嶼山讓賽,星期六,沙田,17:45,草地,B 賽道,1400米,好地至快地,"$2,100,000",100-80,第二班,
2020-07-01,1,馬照跑1200米讓賽,星期三,沙田,13:00,全天候跑道,,1200米,濕慢地,"$725,000",40-0,第五班,
2020-07-01,2,卓越領導1400米讓賽,星期三,沙田,13:30,草地,C 賽道,1400米,好地,"$725,000",40-0,第五班,
2020-07-01,3,堅守誠信1400米讓賽,星期三,沙田,14:00,草地,C 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-07-01,4,服務社群1800米讓賽,星期三,沙田,14:30,草地,C 賽道,1800米,好地至快地,"$967,000",60-40,第四班,
2020-07-01,5,持續進步1200米讓賽,星期三,沙田,15:05,草地,C 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-07-01,6,同心同步同進1200米讓賽,星期三,沙田,15:35,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2020-07-01,7,粵港盃（讓賽）,星期三,沙田,16:05,草地,C 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-01,8,香港回歸盃（讓賽）,星期三,沙田,16:40,草地,C 賽道,1800米,好地至快地,"$2,100,000",100-80,第二班,
2020-07-01,9,體育精神1600米讓賽,星期三,沙田,17:15,草地,C 賽道,1600米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-01,10,更好未來1000米讓賽,星期三,沙田,17:50,草地,C 賽道,1000米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-05,1,青山灣平磅賽,星期日,沙田,12:30,草地,C+3 賽道,1200米,好地至快地,"$850,000",,新馬賽,
2020-07-05,2,沙田海讓賽,星期日,沙田,13:00,草地,C+3 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-07-05,3,吉澳海讓賽,星期日,沙田,13:30,草地,C+3 賽道,2200米,好地至快地,"$725,000",40-0,第五班,
2020-07-05,4,藍塘海峽讓賽,星期日,沙田,14:00,草地,C+3 賽道,1000米,好地至快地,"$967,000",60-40,第四班,
2020-07-05,5,藍巴勒海峽讓賽,星期日,沙田,14:30,全天候跑道,,1200米,好地,"$967,000",60-40,第四班,
2020-07-05,6,維多利亞港讓賽,星期日,沙田,15:00,全天候跑道,,1200米,好地,"$1,450,000",80-60,第三班,
2020-07-05,7,牛尾海讓賽,星期日,沙田,15:35,草地,C+3 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-07-05,8,維多利亞港讓賽,星期日,沙田,16:05,全天候跑道,,1200米,好地,"$1,450,000",80-60,第三班,
2020-07-05,9,大鵬灣讓賽,星期日,沙田,16:35,草地,C+3 賽道,1600米,好地至快地,"$967,000",60-40,第四班,
2020-07-05,10,吐露港讓賽,星期日,沙田,17:10,草地,C+3 賽道,1400米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-05,11,印洲塘讓賽,星期日,沙田,17:45,草地,C+3 賽道,1200米,好地至快地,"$2,100,000",100-80,第二班,
2020-07-08,1,薄扶林讓賽,星期三,跑馬地,18:45,草地,A 賽道,1650米,好地,"$725,000",40-0,第五班,
2020-07-08,2,旭龢讓賽,星期三,跑馬地,19:15,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-07-08,3,旭龢讓賽,星期三,跑馬地,19:45,草地,A 賽道,1200米,好地,"$967,000",60-40,第四班,
2020-07-08,4,寶珊讓賽,星期三,跑馬地,20:15,草地,A 賽道,1200米,好地,"$725,000",40-0,第五班,
2020-07-08,5,克頓讓賽,星期三,跑馬地,20:45,草地,A 賽道,1000米,好地,"$967,000",60-40,第四班,
2020-07-08,6,列堤頓讓賽,星期三,跑馬地,21:15,草地,A 賽道,1650米,好地,"$967,000",60-40,第四班,
2020-07-08,7,卑利士讓賽,星期三,跑馬地,21:45,草地,A 賽道,1200米,好地,"$1,450,000",80-60,第三班,
2020-07-08,8,巴丙頓讓賽,星期三,跑馬地,22:15,草地,A 賽道,1000米,好地,"$1,450,000",80-60,第三班,
2020-07-08,9,干德讓賽,星期三,跑馬地,22:55,草地,A 賽道,1800米,好地,"$1,450,000",80-60,第三班,
2020-07-12,1,無敵王者讓賽,星期日,沙田,12:30,草地,A 賽道,1400米,好地至快地,"$725,000",40-0,第五班,
2020-07-12,2,勝利名星讓賽,星期日,沙田,13:00,草地,A 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-07-12,3,隨心隨意讓賽,星期日,沙田,13:30,草地,A 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-07-12,4,沙田一哩錦標（讓賽）,星期日,沙田,14:00,草地,A 賽道,1600米,好地至快地,"$2,800,000",115-90,第一班,
2020-07-12,5,太陽喜喜讓賽,星期日,沙田,14:30,草地,A 賽道,1800米,好地至快地,"$967,000",60-40,第四班,
2020-07-12,6,叻先生讓賽,星期日,沙田,15:00,草地,A 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-07-12,7,大有利讓賽,星期日,沙田,15:30,草地,A 賽道,1400米,好地至快地,"$967,000",60-40,第四班,
2020-07-12,8,詠彩繽紛讓賽,星期日,沙田,16:05,草地,A 賽道,1600米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-12,9,香港馬主協會錦標（讓賽）,星期日,沙田,16:40,草地,A 賽道,1400米,好地至快地,"$2,100,000",105-80,第二班,
2020-07-12,10,平湖之星讓賽,星期日,沙田,17:15,草地,A 賽道,1400米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-12,11,盈彩繽紛讓賽,星期日,沙田,17:50,草地,A 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-15,1,源遠讓賽,星期三,跑馬地,18:45,草地,B 賽道,1800米,好地至快地,"$725,000",40-0,第五班,
2020-07-15,2,晋源讓賽,星期三,跑馬地,19:15,草地,B 賽道,1000米,好地至快地,"$725,000",40-0,第五班,
2020-07-15,3,集祥讓賽,星期三,跑馬地,19:45,草地,B 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-07-15,4,載德讓賽,星期三,跑馬地,20:15,草地,B 賽道,1650米,好地至快地,"$967,000",60-40,第四班,
2020-07-15,5,集祥讓賽,星期三,跑馬地,20:45,草地,B 賽道,1200米,好地至快地,"$967,000",60-40,第四班,
2020-07-15,6,綿發讓賽,星期三,跑馬地,21:15,草地,B 賽道,1200米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-15,7,昇平讓賽,星期三,跑馬地,21:45,草地,B 賽道,1650米,好地至快地,"$1,450,000",80-60,第三班,
2020-07-15,8,荷塘讓賽,星期三,跑馬地,22:15,草地,B 賽道,1650米,好地至快地,"$2,100,000",100-80,第二班,
2020-07-15,9,昌明讓賽,星期三,跑馬地,22:50,草地,B 賽道,1200米,好地至快地,"$2,100,000",105-80,第二班,
